RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
68,2,2,6,1.73
80,2,3,6,1.91
1,1,4,2,0.2
18,1,4,6,1.64
16,1,1,8,1.31
64,2,4,NA,NA
16,2,1,4,0.68
62,1,6,15,5
28,2,3,4,0.72
10,1,2,6,0.73
12,2,3,6,1.22
32,2,4,1,0.06
3,1,2,5,0.68
32,1,3,14,3.33
3,2,3,15,5
8,1,3,15,5
80,2,3,4,1.28
2,1,3,14,2.73
1,2,1,2,0.49
16,1,3,6,0.88
40,1,4,NA,NA
17,1,4,14,3.3
40,1,3,5,1.08
49,2,4,9,2.24
2,1,3,14,3.02
67,1,3,15,5
30,2,4,1,0.02
32,1,3,7,2.46
70,2,3,12,1.74
60,1,6,14,4.57
20,2,3,15,1.49
3,2,6,12,NA
3,2,3,15,5
0,1,1,15,5
80,2,3,5,1.49
77,2,3,4,1.64
59,2,1,14,5
62,2,3,8,1.81
4,2,7,12,NA
63,1,6,3,0.74
68,2,1,7,2.99
54,2,4,8,2.45
0,2,1,10,3.37
29,2,3,5,0.81
36,2,2,14,2.67
10,2,3,15,5
8,1,7,8,2.15
43,1,2,5,0.68
63,2,1,8,2.45
40,1,4,15,5
32,2,6,NA,NA
1,2,3,NA,NA
40,2,2,NA,NA
63,2,2,4,0.99
21,1,2,9,2.65
48,1,6,15,5
80,1,4,4,1.1
63,2,4,7,1.84
8,2,4,7,2.11
16,1,4,4,0.6
44,1,4,15,5
67,2,4,3,0.86
17,2,4,8,1.65
39,2,3,15,4.22
57,2,3,6,1.47
3,2,4,9,2.69
7,2,3,7,1.56
78,1,3,6,2.04
65,1,2,10,2.12
0,1,3,4,0.72
28,2,4,NA,NA
0,2,3,2,0.33
55,2,6,NA,NA
56,2,4,15,5
5,1,6,15,4.62
7,1,1,8,1.31
11,2,4,4,0.6
16,2,2,15,0.02
36,2,6,15,5
3,2,7,10,2.79
67,2,3,6,1.72
8,2,4,6,1.04
17,1,6,9,2.44
11,2,4,8,1.09
51,2,1,7,3.7
72,1,3,5,1.81
10,2,4,NA,NA
6,1,4,13,NA
21,2,1,8,2.41
12,2,4,77,NA
11,2,4,3,0.62
68,2,6,3,1.07
49,2,6,15,5
38,2,1,15,3.85
50,2,1,13,NA
18,1,6,15,5
66,2,1,NA,NA
65,1,4,2,0.7
80,1,3,6,1.79
80,1,3,NA,NA
41,2,4,6,1.22
64,2,1,3,0.99
69,2,7,10,4.43
10,1,3,10,2.21
55,2,4,77,NA
47,1,4,99,NA
8,2,6,15,5
19,1,6,15,4.08
62,2,1,14,5
77,1,3,3,1.08
59,2,2,7,2.9
3,1,6,14,3.92
10,1,1,7,1.47
59,2,6,NA,NA
60,1,4,4,1.24
44,2,6,15,5
55,2,7,8,3.95
18,1,1,3,0.52
1,1,1,99,0.63
8,1,3,14,3.85
1,1,7,2,0.28
59,2,4,8,2.36
15,2,3,14,4.62
53,1,4,14,4.33
0,1,4,4,0.59
60,2,4,2,0.58
53,1,6,9,2.74
48,1,1,99,NA
45,1,3,6,1.64
64,1,4,15,3.03
43,2,3,7,1.67
4,1,2,NA,NA
14,1,3,12,NA
75,2,2,7,1.19
13,1,3,7,1.96
2,2,3,7,1.15
22,2,7,9,2.07
65,1,4,6,1.49
6,1,3,5,0.8
12,1,3,6,0.85
67,1,3,12,NA
12,1,3,7,1.49
9,1,3,6,1.01
10,2,1,15,5
75,2,3,4,1.49
43,2,1,4,0.76
8,1,3,15,5
80,2,3,12,NA
75,1,3,14,4.62
72,1,4,77,NA
73,2,4,15,4.07
2,1,1,6,1
57,1,4,15,5
17,1,1,7,2.27
7,2,4,13,NA
54,1,3,7,2.67
55,1,2,15,5
0,1,2,4,0.69
7,2,7,10,2.45
2,1,3,8,1.77
31,2,4,10,2.43
66,2,1,77,NA
4,2,2,13,NA
7,1,2,99,NA
66,2,2,2,NA
53,1,4,77,NA
80,2,3,9,4.56
0,2,3,15,3.98
63,1,3,14,4.86
66,2,1,4,0.66
11,2,4,7,2.16
1,2,6,15,5
55,2,6,77,NA
8,1,3,7,0.94
61,1,6,15,5
13,1,3,4,0.91
23,1,3,7,3.09
10,1,6,15,5
65,1,1,99,NA
37,2,4,8,2.07
80,2,4,2,0.52
64,1,2,2,0.25
52,1,3,NA,NA
71,1,3,15,5
64,2,7,5,1.74
2,1,3,6,0.95
30,2,3,13,NA
17,2,4,7,1.24
35,1,3,5,1.1
80,1,4,15,5
56,1,2,2,0.58
25,1,4,15,3.79
56,2,1,14,3.11
54,2,3,7,1.78
18,1,4,12,NA
9,2,7,6,0.87
18,1,3,15,5
27,2,6,15,5
68,2,2,10,4
8,2,2,5,1.13
74,2,3,3,1.16
17,2,6,14,3.19
69,2,4,5,1.77
9,1,4,3,0.64
61,1,6,7,2.15
2,2,3,15,4.88
63,2,4,15,4.25
43,1,3,7,2.88
10,2,1,77,NA
24,1,1,NA,NA
53,1,7,6,1.57
6,2,2,15,5
59,2,7,1,0.23
40,2,1,14,3.25
11,2,3,15,5
41,2,4,NA,NA
64,1,6,14,4.72
35,2,2,6,1.82
44,2,1,15,4.76
15,1,7,6,0.87
55,2,4,6,0.96
57,2,4,1,0.1
3,1,3,5,0.81
22,1,2,NA,NA
68,1,6,12,NA
38,1,3,15,5
4,2,3,14,3.94
41,1,6,12,NA
30,2,6,12,5
8,1,4,10,1.18
4,1,4,10,2.06
66,1,3,7,1.19
36,2,3,9,2.15
32,1,3,7,1.98
2,1,1,6,1.3
4,1,3,6,0.95
4,2,3,9,2.08
8,2,1,7,1.36
10,1,7,8,1.73
31,1,6,9,1.5
64,2,3,7,1.68
80,2,1,14,3.06
61,1,6,15,5
64,2,4,NA,NA
60,2,4,3,1
60,2,3,14,4.56
21,1,4,6,1.07
50,1,3,12,1.4
37,1,3,2,0.73
1,2,3,15,4.17
42,1,6,9,2.24
68,1,4,7,2.43
15,1,7,3,0.56
0,1,7,4,0.57
68,2,3,4,1.24
80,1,3,13,NA
41,1,3,15,3.47
5,2,4,6,1.14
80,1,1,77,NA
0,2,3,9,1.87
4,2,3,14,2.82
28,1,3,6,2.09
51,2,4,13,NA
6,2,6,12,NA
4,1,3,6,0.95
4,2,3,12,NA
63,2,6,15,5
76,2,4,2,0.76
41,1,6,15,5
46,2,4,14,3.88
0,1,6,14,4.6
59,1,3,2,0.74
14,1,6,6,0.88
6,2,1,6,0.81
26,1,7,9,5
45,2,3,7,1.49
7,1,4,5,0.65
42,1,6,15,4.17
0,2,2,1,0.16
45,1,4,3,0.36
55,2,3,6,1.52
43,2,4,7,2.65
40,2,3,7,1.49
25,2,7,4,0.83
0,1,3,6,1.35
17,1,3,15,3.98
9,2,3,10,1.75
20,2,1,14,2.72
53,2,2,NA,NA
44,1,7,6,1.04
54,1,3,8,3.98
9,1,4,1,0
46,2,6,15,5
14,1,3,3,0.43
16,2,6,15,4.08
21,2,4,NA,NA
55,2,3,14,3.82
10,2,7,15,4.25
32,2,3,9,5
7,2,6,7,1.36
14,1,4,8,2.77
15,1,4,5,0.65
45,1,1,NA,NA
39,2,6,9,1.1
2,1,2,14,2.56
72,2,2,7,2.49
29,2,1,10,2.38
4,1,3,14,2.56
1,2,4,6,0.74
55,2,4,8,3.16
1,1,3,7,1.71
31,2,6,7,0.79
67,1,6,NA,NA
69,1,1,12,NA
75,2,3,10,4.01
12,2,3,7,0.94
21,2,3,14,4.29
2,2,3,15,5
58,2,4,2,0.49
63,1,3,7,2.16
35,2,3,15,5
39,1,3,7,1.24
51,2,2,7,0.85
24,1,7,10,1.5
7,2,4,NA,NA
3,2,4,3,0.35
80,2,7,5,1.95
29,2,4,4,0.61
18,1,1,15,3.85
66,1,7,5,1.05
0,1,2,4,0.62
48,2,4,7,1.96
75,2,3,6,1.85
55,2,3,5,0.7
14,1,3,1,0.04
2,1,7,NA,NA
80,1,3,8,2.09
70,2,3,6,1.85
32,2,6,9,2.44
50,2,7,6,1.22
0,2,4,6,0.91
79,1,3,8,3.08
56,1,3,4,0.62
76,1,4,7,2.08
50,2,6,13,NA
47,2,3,3,0.58
52,1,3,4,1.57
78,2,6,14,5
8,1,6,15,5
10,1,1,99,NA
23,2,7,10,3.95
5,1,6,99,NA
73,1,3,5,2
22,1,1,99,NA
5,2,4,14,2.99
8,2,4,6,1.11
58,1,6,15,5
65,2,4,7,2.25
31,1,4,9,2.89
8,1,3,3,0.33
1,2,6,14,3.66
6,2,3,4,0.65
7,1,7,5,0.87
62,1,6,NA,NA
36,1,3,15,5
19,1,3,1,0.37
60,1,4,14,5
20,1,4,7,2.65
75,1,6,4,1.15
24,2,3,2,0.35
8,1,4,9,1.58
44,2,4,15,3.4
1,2,7,5,0.81
3,2,3,15,3.74
9,2,6,15,5
22,1,4,4,1.08
39,1,6,15,4.17
42,2,1,7,1.04
3,2,3,9,2.44
48,1,1,99,NA
4,1,7,9,1.62
1,1,4,1,0
18,2,1,6,0.96
76,1,3,7,2.9
15,1,3,4,1.13
9,1,6,12,NA
80,2,3,10,4.43
0,2,3,6,1.2
7,2,1,6,0.91
16,1,3,15,5
53,2,2,4,0.66
55,1,3,8,2.15
69,1,2,13,NA
35,1,6,12,NA
38,1,4,7,1.43
16,1,1,15,3.32
0,1,4,77,NA
80,1,3,12,NA
66,2,3,9,4.89
36,1,3,14,4.12
65,1,4,10,4.43
56,2,6,15,5
73,2,2,5,1.18
51,2,3,15,5
63,1,3,4,1.44
33,1,2,14,2.65
56,1,1,10,1.69
8,1,3,7,1.56
68,1,2,2,0.52
22,1,4,8,2.45
9,2,4,12,0.85
37,1,4,99,NA
17,2,3,14,3.25
63,2,3,8,3.81
6,2,3,9,2.08
67,1,4,9,2.49
56,2,3,15,5
24,1,4,NA,NA
14,2,1,7,1.36
23,1,3,5,0.71
26,2,3,6,2.06
80,1,3,10,5
48,2,4,3,0.4
60,1,2,9,2.82
21,2,1,7,1.11
48,2,6,5,0.64
18,2,4,14,3.46
64,1,1,12,NA
62,1,1,7,2.22
9,2,2,3,0.57
68,2,4,8,3.73
45,1,2,15,3.32
46,2,3,15,5
80,2,3,10,4.37
25,1,4,10,2.9
27,1,3,5,0.81
1,2,4,7,1.02
19,2,3,13,NA
37,1,3,NA,NA
64,2,1,12,NA
59,2,6,1,0.19
11,1,3,9,1.82
8,1,1,5,0.83
27,1,3,7,1.42
43,1,3,6,1.06
65,2,3,6,1.61
48,1,6,5,0.88
33,1,3,15,3.79
3,1,4,8,0.41
11,2,3,10,3.01
52,2,4,13,NA
24,1,6,15,5
19,2,3,15,5
1,2,1,NA,NA
21,1,3,99,NA
0,1,3,14,0
74,1,3,7,2.37
23,2,3,6,1.35
75,1,1,7,2.49
35,1,3,9,2.08
77,2,1,7,2.59
17,2,1,5,0.73
11,2,3,15,4.22
80,1,3,3,1.18
67,2,1,9,1.94
68,2,6,NA,NA
13,2,3,10,3.01
33,1,3,7,1.18
1,1,1,99,NA
15,2,4,13,NA
28,2,4,1,0
67,2,3,6,1.73
1,2,7,7,1.13
9,1,4,6,0.89
16,1,3,10,1.75
57,2,6,15,5
67,2,2,NA,NA
12,1,2,7,0.85
9,1,7,7,1.78
54,1,1,8,4.35
31,1,4,4,0.61
25,2,4,8,2.06
57,1,4,3,0.86
8,1,4,4,0.42
31,2,6,15,5
14,2,3,8,1.19
80,2,6,10,2.79
59,2,1,4,0.4
76,2,3,2,0.4
64,1,3,9,2.04
55,1,1,15,5
56,1,1,6,1.08
1,2,3,14,3.74
30,1,7,10,3.18
55,2,2,14,2.73
69,2,4,6,1.54
73,1,4,9,3.34
51,2,4,9,1.58
1,2,1,99,NA
5,1,4,6,1.04
37,1,7,15,5
73,1,6,5,1.3
17,2,3,14,4.86
15,1,3,3,0.7
26,2,4,9,1.82
13,2,2,12,3.34
26,1,3,6,1.67
9,1,4,14,2.78
38,2,3,7,1.34
0,1,7,13,NA
77,1,3,2,0.58
51,2,2,2,0.58
19,2,1,7,1.52
68,1,3,15,5
18,1,1,NA,0.37
36,1,2,99,NA
2,2,3,8,1.94
68,2,3,6,1.61
41,2,1,7,2.49
2,1,3,8,2.45
4,1,3,7,1.76
16,1,6,10,2.85
32,1,3,14,5
38,2,6,15,5
45,2,3,15,5
75,2,6,6,1.85
9,2,1,8,1.41
42,2,1,5,1.22
46,1,4,7,1.63
7,2,1,10,2.59
0,1,2,1,0.12
11,2,6,15,4.17
56,1,3,6,1.52
15,1,1,15,4.76
6,2,3,6,1.22
44,1,3,12,NA
14,2,4,NA,NA
27,2,4,1,0.18
17,2,3,15,4.88
6,1,7,15,5
19,2,3,NA,NA
63,1,4,4,0.75
18,1,3,10,2.53
71,2,3,6,2.32
1,2,3,8,1.7
16,2,3,8,1.53
80,2,3,6,2.07
14,1,1,1,0.01
6,1,4,6,1.2
34,2,6,NA,NA
17,2,3,6,0.88
24,1,3,14,4.2
9,2,4,14,3.41
0,2,1,6,1.64
11,2,1,5,0.68
80,2,3,4,1.53
61,1,4,NA,NA
64,2,6,9,2.08
7,2,3,15,5
55,1,3,14,5
2,1,4,9,1.62
29,2,2,12,NA
41,1,4,5,0.89
60,2,7,1,0.06
19,1,1,13,NA
19,1,1,4,0.58
39,1,3,8,1.61
76,1,4,3,0.89
80,2,4,2,0.68
70,1,4,4,1.45
12,2,3,12,NA
5,1,4,12,NA
6,2,1,9,2.19
67,1,7,7,0.99
2,1,1,6,0.78
10,1,7,15,5
3,1,1,8,1.31
2,2,7,14,3.25
7,2,1,4,0.49
10,1,7,1,0
59,1,4,6,0.96
18,2,3,12,NA
78,1,3,5,1.43
80,2,3,12,NA
8,1,7,4,0.5
7,1,4,12,NA
66,1,2,7,1.81
7,2,6,10,2.38
25,2,4,8,3.81
80,2,3,7,1.48
15,1,1,15,4.78
24,2,3,8,2.07
2,2,4,13,NA
8,1,4,7,1.59
47,2,6,15,5
15,2,3,15,5
50,1,3,6,2.07
39,2,1,99,NA
45,2,1,6,1.64
75,1,4,3,0.89
80,2,6,15,3.04
50,1,1,6,0.96
39,1,6,14,2.82
63,2,3,15,5
39,2,6,15,5
6,1,6,7,1.02
16,2,1,15,5
51,1,3,7,1.92
5,2,6,15,4.08
20,2,1,2,0.58
48,2,4,5,0.88
5,2,6,7,1.36
42,1,1,7,1.73
41,1,2,NA,NA
2,2,1,2,0.2
53,2,6,14,3.25
72,2,6,12,NA
0,2,2,10,2.41
4,2,6,14,3.66
17,1,3,12,NA
20,2,1,4,0.49
4,1,4,NA,NA
29,1,6,8,1.7
12,1,3,10,2.35
20,2,6,15,5
12,1,1,9,1.91
67,2,6,6,2.47
36,1,4,NA,NA
51,2,4,15,5
59,1,4,15,4.25
56,2,3,3,0.74
0,2,3,14,3.25
74,1,3,5,1.68
71,1,4,2,0.79
15,2,4,5,1.22
40,1,4,7,1.63
2,1,3,2,0.25
31,1,4,2,0.41
12,2,1,8,1.41
62,2,4,15,5
9,2,6,7,1.22
7,2,3,14,2.73
2,2,7,9,2.79
78,2,4,10,3.18
4,1,3,3,0.3
2,1,7,5,0.81
1,1,3,9,1.76
78,2,3,77,NA
3,2,3,8,1.19
67,1,6,NA,NA
22,2,3,4,1.24
72,2,3,3,0.94
53,2,7,6,1.79
24,1,7,9,2.04
28,1,4,4,0.6
61,1,6,14,4.76
62,2,6,15,4.93
3,2,1,NA,NA
57,2,3,15,5
43,2,7,7,2.16
0,2,3,1,0.15
0,1,4,6,0.74
2,2,4,1,0.02
9,2,3,7,1.49
14,2,4,15,5
10,2,1,15,5
50,2,4,15,5
40,2,2,NA,NA
60,1,4,NA,NA
5,2,3,15,5
37,1,2,7,1.22
68,1,4,7,2.19
18,1,1,12,NA
65,2,1,6,0.96
69,1,4,14,5
63,2,6,15,5
0,2,2,7,2.15
68,1,4,12,NA
80,2,4,15,5
3,2,2,9,2.28
29,1,3,2,0.58
34,2,2,99,NA
68,1,4,6,1.02
17,1,6,15,5
0,1,2,1,0.05
26,1,1,7,1.96
42,1,3,5,0.25
80,1,3,10,3.95
16,1,2,14,3.33
53,2,2,99,NA
80,2,3,5,1.46
18,2,3,5,1.66
44,2,6,15,4.52
30,2,4,6,2.16
43,1,3,NA,NA
1,2,3,7,1.76
28,2,2,7,1.19
22,2,1,99,NA
14,1,6,12,NA
49,2,4,6,0.77
18,2,7,15,5
9,2,3,5,0.7
6,2,6,15,5
65,2,1,9,2.77
9,2,7,6,1.25
0,1,3,10,2.79
24,2,4,5,1.18
41,1,1,15,4.63
80,2,6,12,NA
71,1,3,5,1.48
17,1,4,15,5
33,1,4,9,2.89
8,2,3,7,1.63
0,1,3,15,5
14,1,3,15,4.52
2,2,3,14,3.05
17,1,2,2,0.32
9,1,1,4,0.49
10,1,6,9,1.67
78,2,4,2,0.75
19,1,3,2,0.41
66,2,4,77,NA
14,2,1,7,1.16
46,2,4,8,2.03
11,2,2,2,0.32
47,2,2,99,NA
52,1,1,3,0.99
10,2,3,9,2.79
19,2,4,5,0.59
61,2,7,99,NA
37,2,3,15,5
30,1,3,9,2.47
20,2,1,14,3.32
33,1,3,10,2.59
2,2,4,2,0.2
6,1,3,15,0
44,2,6,15,4.25
12,2,2,9,2.31
78,2,3,4,1.17
54,2,4,NA,NA
71,1,4,NA,0.75
46,2,1,7,1.73
80,1,1,14,1.78
23,2,3,9,2.39
9,1,3,15,5
39,2,4,15,4.74
23,1,3,5,0.8
66,1,6,8,2.77
18,2,6,8,1.56
9,2,6,7,1.22
45,1,3,15,4.08
2,1,4,14,3.41
7,2,6,15,4.17
7,1,1,15,2.63
56,2,4,6,1.44
69,1,1,12,NA
49,2,1,14,1.78
49,1,4,15,5
80,2,6,4,0.89
48,2,3,14,4.62
8,1,4,6,1.47
63,1,4,8,3.71
50,2,6,7,1.92
8,1,3,10,2.21
67,2,1,7,2.19
10,1,7,6,0.83
1,1,7,4,0.59
0,1,7,2,0.29
79,1,3,5,0.93
62,2,7,9,3.41
56,2,6,3,1.15
4,2,1,9,1.28
5,2,7,14,3.13
53,2,2,12,NA
18,2,2,NA,0.87
6,1,2,99,NA
58,1,1,4,0
35,1,4,15,5
34,2,1,9,1.91
31,1,3,14,4.09
2,1,4,6,1.06
42,2,4,5,0.96
68,1,6,15,3.94
37,1,2,3,0.86
61,2,1,10,4.19
14,2,3,12,NA
57,1,1,15,4.31
5,2,4,NA,NA
64,2,3,6,2.82
61,1,3,8,4.12
42,1,4,6,1.54
29,1,3,4,0.87
75,1,4,3,1.15
9,1,1,2,0.6
12,2,1,99,NA
77,2,3,2,0.62
32,1,3,8,2.2
59,2,7,6,1.44
62,2,1,2,0.62
44,2,2,8,1.83
1,1,4,NA,NA
14,1,3,7,1.83
68,2,4,6,2.82
29,1,1,7,1.54
50,1,2,8,2.73
17,1,6,15,3.67
3,2,3,14,2.03
26,1,4,1,0.08
80,2,3,12,NA
74,2,2,99,NA
80,1,3,77,NA
70,1,3,9,2.89
64,2,3,8,2.57
2,1,3,5,0.83
22,1,4,8,2.03
47,1,1,7,1.92
20,1,6,NA,NA
28,2,4,4,0.73
10,1,7,14,2.55
30,2,6,77,NA
45,1,6,15,5
35,2,4,8,3.73
10,2,4,15,5
5,2,3,7,1.59
16,1,4,NA,NA
0,1,2,99,NA
59,1,4,3,0.99
6,1,1,12,NA
60,1,6,7,2.46
35,1,3,10,2.64
2,2,3,15,4.07
63,2,1,10,2.2
73,2,6,7,2.43
3,1,1,3,0.48
46,1,7,14,2.55
0,1,3,10,3.43
6,1,3,15,4.76
37,2,1,7,1.29
21,2,1,14,2.72
52,2,3,5,1.23
63,2,3,14,4.29
6,1,1,1,0
80,2,4,14,4.41
45,1,6,12,NA
52,1,1,6,1.04
26,1,6,15,5
14,2,4,6,1.11
80,2,3,6,2.55
37,1,3,14,2.56
33,1,6,4,1.02
80,1,3,15,4.27
7,2,1,9,2.31
30,2,4,9,2.49
19,2,3,4,0.91
10,1,2,3,0.25
3,1,6,15,5
0,1,3,6,1.02
43,1,6,15,5
37,2,6,15,4.58
8,1,1,1,0.12
34,1,3,6,1.1
2,2,3,7,1.96
4,1,3,15,5
52,1,7,4,0.58
8,2,4,99,NA
47,2,1,15,5
9,1,1,3,0.48
2,1,4,5,0.99
13,1,2,8,1.83
48,2,4,5,1.18
8,1,7,8,2.77
67,2,3,10,5
15,1,3,4,0.46
60,2,3,3,1.11
2,1,3,7,1.86
53,1,7,14,5
80,2,2,15,4.08
36,2,1,14,5
4,2,3,2,0.37
80,2,3,14,5
80,2,2,NA,NA
7,1,4,12,NA
75,2,4,77,NA
35,1,3,10,2.21
68,2,3,14,4.62
10,1,7,12,NA
80,2,3,15,5
55,2,4,15,5
59,2,3,NA,NA
41,2,7,6,1.47
72,1,4,15,5
48,2,4,15,5
70,1,2,6,2
20,1,4,77,NA
8,2,4,77,NA
22,2,1,6,1.52
79,1,3,6,2.03
7,1,2,15,5
5,2,3,9,1.82
26,2,1,9,1.95
22,2,6,15,3.4
60,1,4,NA,NA
11,2,1,13,NA
34,2,2,NA,NA
54,1,7,5,0.93
1,2,3,6,1.25
49,2,4,14,3.25
2,2,3,14,3.67
11,2,3,4,0.52
52,2,3,14,5
80,2,3,12,NA
70,1,2,6,1.27
15,1,6,6,1.22
4,2,7,15,5
73,2,4,15,5
45,1,2,99,NA
18,1,6,3,0.48
61,2,4,8,2.03
46,1,1,1,0.01
51,2,4,77,NA
61,1,4,10,5
57,1,7,15,5
1,2,7,15,5
54,1,4,NA,NA
57,2,4,7,1.73
24,1,3,NA,NA
45,2,3,10,2.64
19,2,2,14,3.3
62,2,4,6,2.55
36,1,1,14,2.86
48,2,7,10,3.07
9,1,3,15,4.81
2,2,3,15,4.07
34,1,6,NA,NA
20,1,2,1,0.17
22,2,4,7,1.58
80,2,3,8,4.12
41,2,6,5,0.89
34,2,7,3,0.48
55,2,6,9,1.5
65,2,2,7,1.39
35,2,3,6,1.22
57,1,3,10,2.79
52,1,7,10,3.18
15,1,3,15,4.25
29,2,3,10,2.85
12,1,2,77,NA
49,1,7,3,0.61
41,1,4,15,4.74
17,1,7,15,5
17,2,4,6,1.04
63,2,3,6,1.67
29,2,2,3,0.25
57,1,4,6,1.94
14,2,1,14,1.78
26,1,6,6,1.58
40,1,1,99,NA
0,2,1,15,4.55
20,2,2,6,1.08
30,1,2,1,0.12
61,1,1,15,5
12,1,6,6,1.22
23,2,2,6,0.91
48,1,3,1,0.09
70,2,2,NA,NA
29,2,2,8,1.37
11,1,3,7,1.24
11,2,4,7,1.04
59,1,3,15,5
56,2,4,15,5
19,1,4,6,1.22
11,1,4,14,2.37
41,1,3,14,2.89
63,2,3,1,0.21
60,1,4,9,4.98
8,2,7,6,1.49
63,1,1,6,1.22
1,2,1,7,1.68
58,2,1,15,3.32
13,2,6,15,4.08
32,2,3,6,1.01
0,1,4,15,3.03
74,1,3,4,1.52
51,2,2,3,0.07
4,1,3,7,1.96
62,1,6,10,4.25
10,1,4,77,NA
57,1,1,7,2.88
51,1,6,14,4.93
80,1,3,7,2.22
18,1,1,77,NA
80,1,3,6,1.91
9,1,3,14,3.74
46,2,1,5,0.68
43,2,3,9,2.08
43,2,4,2,0.33
56,2,6,15,3.4
32,1,6,14,3.05
70,1,6,NA,NA
61,1,1,15,5
78,2,4,10,4.31
18,1,1,4,0.91
61,2,4,7,2.46
10,1,3,10,1.75
45,2,3,2,0.25
69,1,4,NA,NA
78,2,4,10,2.64
0,1,7,NA,NA
73,2,3,6,1.7
35,2,6,7,1.39
55,2,3,10,3.43
65,2,4,4,1.2
36,2,6,77,NA
73,1,4,14,4.57
1,1,3,6,1.12
10,1,1,15,3.85
39,2,1,10,2.64
80,1,4,15,5
65,2,3,9,4.53
9,2,3,6,1.11
77,2,4,15,5
68,1,2,NA,NA
4,2,3,8,1.53
80,1,2,4,0.91
26,2,3,NA,NA
29,2,6,15,5
5,1,7,10,2.64
3,2,3,15,3.73
0,1,1,6,1.39
3,1,3,4,0.72
55,2,1,4,1.11
63,2,6,7,1.39
73,2,3,15,5
67,2,6,NA,NA
72,1,1,7,3.29
36,2,4,6,1.24
71,1,3,6,1.11
66,1,3,15,5
22,1,4,6,1.15
57,1,7,4,0.62
43,1,4,7,3.32
12,1,3,5,0.68
69,1,6,15,5
12,1,3,6,1.18
29,1,1,6,0.81
2,1,3,4,0.72
19,1,3,10,2.53
66,1,1,7,2.16
14,2,7,15,5
5,1,3,14,2.85
9,1,2,15,5
18,2,4,6,0.99
10,1,6,15,5
72,1,3,6,2.06
10,2,3,10,2.64
62,2,3,8,2.03
7,2,6,6,1.04
5,2,7,8,2.03
14,2,2,7,1.08
7,2,1,2,0.24
9,2,3,15,5
6,1,4,7,1.04
52,1,4,77,NA
76,2,2,12,5
80,1,4,13,NA
0,2,7,15,5
16,1,6,14,3.88
52,2,2,14,5
8,2,7,5,1
10,1,6,NA,NA
11,2,3,7,1.19
45,2,1,7,1.73
25,1,4,6,2.76
63,1,3,14,3.67
74,2,3,15,5
7,1,1,99,NA
27,2,3,15,5
10,1,3,99,NA
17,1,3,15,4.86
66,1,3,8,2.03
8,2,2,6,1.79
9,1,4,6,1.26
23,2,3,15,1.07
21,1,1,8,1.19
35,1,4,99,NA
9,2,1,6,1.42
17,1,1,7,2.59
12,2,4,8,1.65
56,1,4,15,5
54,2,3,2,0.54
13,2,4,9,1.18
4,2,6,10,2.43
34,1,7,15,5
8,2,1,6,0.87
19,1,2,1,0
48,1,6,10,2.59
80,1,3,9,3.69
10,1,2,NA,NA
48,2,3,15,5
55,2,4,1,0.08
10,2,7,14,3.75
64,2,1,9,3.69
70,1,3,15,5
80,1,3,7,2.16
46,1,3,15,5
70,2,1,12,NA
8,2,4,10,2.06
10,2,3,15,3.48
46,1,4,14,3.88
65,1,2,8,1.37
13,2,4,15,5
3,1,1,6,1.1
38,1,4,15,5
17,1,6,14,3.13
63,2,3,1,0.4
39,2,3,14,2.01
15,1,4,9,1.58
46,1,4,14,5
50,1,1,3,0.91
1,1,3,7,1.59
63,1,1,NA,NA
61,2,3,15,5
1,1,3,1,0.18
45,1,3,3,0.42
68,1,3,15,5
2,2,4,6,1.22
5,1,3,NA,NA
52,2,1,9,2.54
14,2,4,3,0.62
73,1,3,77,NA
40,1,6,77,NA
18,1,3,15,5
60,1,1,5,1.35
1,2,2,9,1.63
65,2,4,77,NA
53,2,1,9,2.39
30,1,6,15,5
1,1,6,9,1.32
16,2,4,6,0.92
6,1,2,6,1.22
23,1,4,14,2.36
42,2,4,NA,NA
80,2,3,5,1.78
6,1,2,NA,NA
80,2,4,3,0.65
77,2,3,8,3.04
76,1,3,4,1.48
6,2,3,14,4.57
7,2,4,6,1.04
4,2,7,7,1.21
8,1,3,7,1.36
1,1,6,9,2.44
53,1,2,14,4.62
5,1,3,2,0.35
38,1,4,1,0.17
5,2,6,10,3.46
5,2,3,10,2.59
66,2,1,2,0.39
41,2,6,6,1.49
75,1,3,15,5
48,2,4,4,1.2
65,2,4,7,2.43
15,1,3,3,0.43
4,2,3,5,0.71
46,2,6,NA,NA
4,1,7,8,2.15
3,1,1,5,1.23
63,1,4,9,3.39
11,2,2,6,1.15
66,1,4,77,NA
8,2,4,8,1.65
32,2,6,14,3.66
2,2,3,9,1.82
71,1,3,8,3.08
53,2,3,14,3.71
51,2,2,7,1.71
14,1,4,5,0.73
38,2,6,14,4.41
61,1,2,15,5
62,1,4,99,NA
13,2,3,7,1.04
80,1,3,15,5
80,2,3,6,1.6
64,2,6,15,4.08
38,1,2,15,5
40,1,4,7,1.96
8,1,3,15,4.08
7,1,6,15,4.78
28,1,3,1,0.25
10,2,4,5,0.8
44,2,1,15,5
3,1,3,15,3.47
0,2,1,9,2.39
48,1,3,15,5
37,2,3,8,2.15
14,2,2,14,3.25
18,2,1,7,1.22
74,2,4,14,4.8
15,1,1,3,0.51
70,1,3,14,4.56
