RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
12,1,1,15,5
13,2,3,5,0.71
67,2,6,10,4.07
49,1,4,15,5
6,1,3,14,2.89
19,2,3,15,5
46,1,3,15,3.23
80,2,3,15,5
56,2,4,8,2.49
59,1,3,12,NA
18,1,3,15,4.81
11,1,3,7,1.69
10,1,3,15,3.56
0,2,3,10,4.11
17,2,7,8,1.54
11,2,4,7,1.96
26,2,4,3,0.64
11,1,1,9,2.39
71,1,2,2,0.66
5,1,2,6,0.87
58,2,4,9,3.69
61,2,6,14,4.72
66,1,4,8,2.07
15,2,4,14,3.3
29,2,3,6,1.2
8,2,4,8,1.09
37,1,3,4,0.73
28,2,6,NA,NA
9,1,3,3,0.69
78,1,3,15,5
50,2,4,77,NA
63,2,3,4,1.02
50,1,3,10,3.13
54,2,1,2,0.41
12,2,6,15,5
41,2,7,9,2.29
25,2,4,7,1.02
59,1,3,3,0.99
61,1,4,7,2.31
31,1,7,7,1.69
80,2,7,4,1.1
28,1,4,8,2.83
0,1,3,8,1.43
5,2,6,9,1.32
17,2,1,10,2.43
29,1,1,1,0.15
23,1,3,6,1
8,1,4,15,3.47
0,1,4,1,0.15
0,1,1,8,1.99
80,2,3,7,2.11
9,2,4,NA,NA
63,2,3,10,5
59,2,3,1,0
34,1,4,14,4.56
80,1,6,3,0.8
11,2,4,10,2.43
43,1,3,7,2.99
58,2,6,15,5
48,1,4,15,5
26,1,3,5,1.24
14,1,6,9,1.87
57,2,6,15,5
72,1,3,10,2.21
48,1,1,7,1.47
14,2,3,15,4.08
44,1,7,6,1.22
40,2,4,15,5
24,1,4,99,NA
80,1,3,4,1.11
55,1,1,5,1.98
10,2,2,3,0.48
39,2,3,10,1.5
16,1,1,13,NA
4,1,4,6,1.06
56,1,4,14,3.92
12,1,3,7,1.34
75,2,3,12,NA
5,2,2,7,1.19
66,1,4,7,2.54
60,2,4,7,2.43
0,1,3,8,1.99
32,2,4,6,1.82
18,2,6,7,0.79
62,1,2,10,2.75
7,2,6,15,5
62,1,3,15,5
63,2,3,7,2.19
71,2,3,8,2.77
35,1,7,7,1.68
56,1,4,NA,NA
26,1,4,15,5
2,1,3,15,4.9
80,2,3,2,0.51
18,2,2,77,NA
58,1,7,15,4.93
55,2,6,7,2.43
44,2,2,3,0.25
45,1,3,2,0.66
2,2,7,15,5
76,2,6,3,0.87
80,2,3,5,1.4
26,1,1,7,1.46
10,2,3,15,4.76
80,1,3,15,5
46,1,7,10,2.81
11,1,3,15,5
79,1,3,6,1.58
9,2,2,7,0.85
13,1,4,6,1.14
4,1,2,NA,NA
65,2,3,NA,NA
1,2,3,6,1.44
56,1,3,15,5
35,1,1,9,3.65
7,2,3,9,2.08
73,1,3,13,NA
5,1,1,NA,NA
1,2,7,NA,NA
40,1,3,6,0.88
80,2,4,6,2.47
5,2,3,14,2.58
16,2,1,15,4.07
13,1,1,8,1.45
19,1,3,15,5
57,1,3,15,5
20,1,4,1,0.25
76,2,6,1,0.04
30,1,3,5,0.98
43,2,4,6,1.44
63,1,7,6,1.3
54,2,3,14,5
12,2,3,14,2.95
49,2,6,10,2.12
61,2,3,8,3.08
42,1,7,12,NA
80,1,3,8,3.33
20,2,1,6,1.11
7,2,6,8,1.56
23,2,3,5,1.73
26,2,3,7,2.43
60,2,2,NA,NA
65,2,2,4,0.93
64,1,6,7,1.92
67,2,3,14,4.56
69,2,3,15,5
63,2,4,3,0.92
74,1,3,12,NA
23,1,3,14,4.62
3,1,2,77,NA
6,1,4,14,3.76
52,1,4,9,3.34
40,2,6,7,0.79
50,1,3,13,NA
16,2,1,7,1.09
40,1,1,99,NA
34,2,7,12,0.98
71,1,3,14,4.56
36,2,3,15,4.81
53,1,3,1,0
44,2,6,7,1.96
45,1,1,10,2.79
61,1,4,2,0.74
46,2,3,2,0.29
27,1,4,77,NA
20,2,2,7,1.42
73,2,2,1,0.17
55,2,4,9,2.79
80,2,3,7,2.9
26,1,3,7,1.96
61,1,2,12,NA
38,2,3,3,0.35
16,2,3,14,1.81
71,2,1,10,4.13
37,2,4,15,5
70,1,3,4,1.44
39,2,6,NA,NA
47,1,6,14,3.86
0,2,4,8,2.83
4,1,3,14,2.43
28,1,2,NA,NA
9,1,4,15,5
80,1,3,7,1.69
37,1,3,7,1.63
4,1,3,5,0.7
0,2,3,15,4.81
7,1,6,8,1.99
8,2,6,7,1.02
50,2,1,10,2.43
31,2,4,7,1.43
18,1,6,2,0.32
62,1,4,3,0.95
12,1,7,12,NA
51,2,1,5,0.96
37,2,2,3,0.48
80,2,3,5,1.94
21,1,1,10,2
66,2,3,14,5
68,1,2,13,NA
70,2,6,14,3.86
17,2,6,15,5
80,2,3,3,0.65
61,2,6,9,2.44
39,1,2,15,5
2,1,3,9,2.64
67,1,3,7,2.61
17,1,6,2,0.2
6,2,3,4,0.55
13,1,2,2,0.32
3,2,1,9,2.39
67,2,1,15,5
15,1,3,8,0.74
14,2,4,5,0.68
20,2,1,14,3.25
34,1,1,9,3.52
33,2,4,7,1.63
62,1,3,9,3.65
9,2,2,8,1.37
57,1,6,14,5
20,1,6,1,0
10,1,3,7,0.94
66,2,1,12,NA
6,2,7,15,4.78
50,2,2,15,5
58,1,4,7,2.14
5,1,3,1,0.15
59,2,6,12,NA
16,1,3,10,1.97
33,2,4,77,NA
60,1,1,7,1.18
2,2,3,6,1.35
60,1,3,6,1.82
9,2,3,8,0.99
7,1,4,4,0.85
37,1,1,3,0.33
78,1,3,4,1.29
10,2,1,7,1.14
53,2,3,15,5
71,2,3,10,3.65
29,2,3,8,2.09
42,2,1,15,4.07
7,2,3,8,2.09
3,1,1,4,0.59
51,2,1,8,1.89
6,2,3,10,1.41
5,2,3,7,1.18
10,2,4,7,0.94
2,2,3,8,0.99
56,2,4,13,NA
48,2,3,7,1.96
15,1,3,1,0.12
80,2,3,5,1.36
59,1,4,2,0.41
23,2,3,7,1.59
8,2,3,6,1.22
62,1,1,2,0.23
3,2,3,9,1.89
54,1,4,12,NA
15,2,3,8,0.99
12,2,3,15,4.76
66,2,4,NA,NA
16,2,2,6,1.82
17,1,7,14,2.82
68,1,6,13,NA
1,1,2,15,5
39,2,4,14,4.57
0,2,1,6,1
13,2,1,5,0.83
59,2,4,10,2.64
61,2,6,7,1.92
67,2,6,15,4.08
41,2,3,10,1.67
71,2,1,14,3.11
80,1,4,9,1
25,2,7,7,1.05
0,1,7,15,3.11
9,2,1,99,NA
57,2,6,1,0
1,1,3,15,5
31,2,3,8,0.91
4,1,6,10,2.43
39,1,3,15,5
56,1,2,15,5
14,2,1,8,1.74
21,2,3,12,NA
17,1,4,8,3.08
28,2,6,14,4.86
10,1,4,12,NA
11,2,4,13,NA
66,1,4,6,1.44
28,2,1,10,1.66
54,2,1,3,0.51
15,1,4,9,1.72
9,1,3,15,4.25
19,1,1,NA,NA
19,2,2,2,0.41
1,2,4,NA,NA
34,1,3,7,1.71
19,2,4,1,0.04
61,2,4,8,2.45
23,2,1,5,0.81
17,2,3,15,3.23
23,2,3,15,5
54,1,4,4,1.59
18,2,6,15,3.4
1,2,3,10,2.67
47,1,4,14,2.37
71,2,4,77,NA
78,1,1,7,1.92
73,2,4,12,NA
44,2,3,15,5
22,2,1,9,3.83
3,1,6,15,4.17
25,1,1,14,5
70,1,4,5,1.29
52,2,3,1,0.21
50,1,6,15,4.93
3,2,1,NA,NA
16,2,3,15,4.86
7,1,3,9,1.87
61,2,1,7,1.59
35,2,7,7,0.82
72,2,2,99,NA
16,2,4,7,0.94
73,1,7,10,3.95
10,2,3,8,1.61
8,1,4,2,0.24
22,1,6,14,3.85
46,1,3,15,5
0,2,7,15,5
0,1,1,2,0.38
32,1,7,8,1.7
23,2,4,4,0.61
21,2,1,7,1.22
7,1,4,NA,NA
4,1,1,9,1.95
76,2,1,1,0.1
29,1,3,4,1.48
78,1,4,10,4.4
23,2,1,3,0.48
1,2,6,7,0.79
29,2,1,14,4.16
58,2,4,6,1.22
68,2,4,6,1.62
48,2,4,5,1.46
6,1,3,15,3.77
0,2,2,5,0.81
64,2,6,3,0.88
0,2,3,15,3.92
70,2,3,5,1.73
44,1,6,15,3.4
38,2,3,6,1.22
70,1,3,4,1.58
10,1,4,15,3.47
3,2,2,1,0.16
24,2,3,15,5
66,2,3,2,0.79
39,2,4,15,3.47
62,1,2,7,1.74
80,1,3,NA,NA
26,1,3,15,4.39
24,2,2,6,1.22
24,2,7,5,0.98
0,1,3,7,1.68
18,2,6,9,2.89
46,2,1,6,1.37
58,2,3,15,5
1,1,4,7,1.59
70,1,3,6,2.04
18,1,4,NA,NA
5,1,7,8,1.82
0,1,3,13,NA
80,2,3,6,2.06
62,1,1,6,1.22
48,2,3,9,3.03
41,2,7,15,5
33,1,3,14,5
0,1,3,15,5
43,2,2,10,2.95
36,1,6,6,1.06
42,2,3,12,NA
61,2,4,7,3.48
6,1,6,6,1.2
18,1,1,2,0.41
41,2,2,3,0.34
6,2,3,3,0.4
17,2,3,14,3.25
56,2,6,15,5
34,1,3,6,1.6
56,2,1,10,3.95
8,2,7,12,NA
4,1,4,4,0.6
8,1,3,9,1.82
16,1,3,3,0.35
1,2,1,7,1.24
5,1,6,15,4.17
40,1,6,15,5
15,1,7,12,NA
60,1,4,77,NA
7,2,3,15,5
11,1,3,6,1.08
41,2,6,NA,NA
45,2,1,10,2.79
15,1,7,4,0.92
2,1,4,NA,NA
17,2,1,10,1.91
3,1,7,15,5
19,1,1,1,0.12
64,2,4,7,2.13
5,2,3,8,1.7
52,1,1,9,3.69
10,2,1,7,1.16
25,1,6,15,5
54,2,3,15,5
11,1,4,1,0
63,2,7,7,2
43,1,3,9,2.19
5,2,3,8,1.7
60,2,3,15,5
55,2,1,8,1.36
1,1,1,4,0.58
65,1,4,77,NA
60,1,2,8,3.08
21,1,6,15,3.82
70,1,2,8,3.33
68,1,2,12,0.98
72,1,3,14,4.62
58,2,4,15,5
17,2,3,6,1.27
47,1,6,8,1.99
77,2,4,77,NA
8,2,7,6,1.2
75,2,4,5,1.98
39,1,4,6,0.85
60,2,2,NA,NA
68,1,1,2,0.39
9,2,3,9,2.08
13,2,3,4,0.73
72,1,2,1,0.09
71,2,3,NA,NA
52,1,6,12,NA
0,2,3,9,2.33
31,2,3,2,0.41
61,2,6,NA,NA
11,1,4,15,3.23
17,2,4,5,0.81
61,2,4,5,1.4
9,1,3,5,0.81
39,2,2,9,2.65
14,1,4,7,1.24
14,2,4,NA,NA
25,2,6,15,5
50,2,3,4,1.41
39,2,1,4,0.4
8,1,6,12,NA
14,1,1,13,NA
61,1,6,NA,NA
56,2,4,3,0.67
70,2,6,3,0.84
2,1,4,4,0.61
69,1,3,8,2.92
72,1,3,7,2.46
42,2,1,7,1.5
2,1,4,9,2.65
41,1,6,15,5
0,2,3,6,0.9
44,2,1,15,4.78
55,2,1,15,5
1,2,6,6,1.35
15,2,3,7,1.19
4,1,3,3,0.58
7,1,3,15,5
80,1,3,9,3.4
13,1,3,15,3.56
27,1,1,6,1.12
56,1,7,15,5
7,1,4,4,0.93
63,1,3,77,NA
80,2,4,7,2.19
59,1,4,13,NA
62,1,3,6,2.24
17,2,7,15,5
60,1,4,15,5
5,2,1,99,NA
0,2,3,7,1.68
28,2,6,15,3.82
5,1,3,4,0.61
15,1,4,2,0.49
17,1,4,5,1.29
20,1,3,12,NA
46,2,3,6,1.82
44,2,1,1,0.01
21,1,3,12,NA
28,2,6,15,5
47,1,1,7,1.96
13,2,3,2,0.52
13,2,4,14,3.92
68,1,3,5,0.85
3,1,7,15,4.47
13,2,3,14,1.81
5,2,3,15,5
80,2,3,15,5
28,1,4,15,5
49,2,3,5,1.22
12,2,6,NA,NA
53,1,6,14,5
80,1,3,15,5
1,2,4,15,3.4
9,2,3,5,0.85
6,2,3,14,1.93
76,1,4,12,NA
71,1,4,15,5
60,1,4,4,0.75
51,2,3,3,1
27,1,1,1,0.01
36,2,3,15,5
36,2,6,15,5
63,1,1,3,0.89
59,1,4,14,2.37
68,1,6,12,NA
18,2,1,7,1.16
78,1,3,6,2.16
39,2,3,15,4.47
33,2,6,7,1.22
40,1,3,15,4.76
22,1,1,8,0.17
0,1,1,5,0.55
62,1,4,3,0.83
0,1,3,4,0.52
60,2,1,1,0.15
2,1,4,15,3.56
66,2,3,6,1.62
18,2,3,10,1.97
11,2,4,9,1.87
78,2,2,6,1.35
15,2,6,13,NA
43,2,1,8,1.74
23,1,6,8,1.79
1,1,3,15,5
3,1,3,15,3.98
69,2,3,3,1
0,1,3,7,1.79
33,2,3,14,3.96
0,2,3,6,1.14
37,2,3,6,0.88
24,2,2,13,NA
42,1,1,15,3.65
70,2,1,6,1.7
80,1,3,6,2.74
55,1,2,15,5
38,1,4,5,0.6
3,2,1,NA,NA
38,1,3,6,1.04
39,1,1,15,3.85
60,1,1,8,4.23
47,1,2,12,1.24
6,1,1,14,2.62
16,2,4,7,1.24
10,1,1,8,1.31
63,1,1,6,1.94
11,2,1,14,1.78
8,2,4,1,0.07
4,2,7,8,2.03
19,1,1,99,NA
3,2,3,15,5
56,2,1,8,1.45
52,1,3,7,1.39
80,2,3,4,1.48
63,1,3,15,5
28,1,3,6,2.18
3,1,1,2,0.39
80,1,3,9,4.98
34,1,3,15,5
36,1,3,7,1.76
34,2,4,3,0.62
8,2,4,4,0.6
8,1,4,6,1.14
13,2,6,12,NA
11,1,2,6,1.1
57,2,3,15,5
71,1,3,14,5
19,1,3,9,2.29
14,2,6,77,NA
0,2,3,14,3.67
80,1,4,4,1.02
18,1,3,15,4.76
36,2,4,15,4.08
17,1,4,1,0.05
21,2,3,9,2.08
9,2,3,6,0.92
13,1,7,14,3.92
2,1,2,15,4.04
80,2,3,6,1.79
25,1,3,7,2.43
22,2,2,6,1.59
75,1,3,4,1.49
10,2,4,7,1.59
6,1,3,9,1.91
3,1,2,1,0.12
52,1,4,12,NA
61,2,3,2,0.46
25,2,3,5,0.81
1,1,3,9,1.77
52,1,1,15,5
61,2,3,6,1.25
29,1,3,9,3.76
48,1,6,15,5
2,1,4,1,0.09
63,1,4,4,1.2
51,2,3,10,2.79
51,2,6,14,4.57
56,2,4,15,5
0,2,3,8,1.41
3,2,4,6,0.74
35,1,1,14,2.52
69,1,4,77,NA
15,1,4,15,3.23
19,2,1,15,3.47
16,1,7,6,0.86
53,2,3,4,1.41
4,2,4,1,0.02
13,1,7,9,2.08
22,2,3,8,0.33
9,2,3,3,0.42
62,2,1,99,NA
51,2,4,6,1.22
80,2,7,6,1.58
58,1,3,5,1
75,2,3,15,5
2,2,4,8,1.65
0,1,2,8,2.41
58,1,3,15,5
24,1,1,10,2
68,1,3,6,1.34
67,2,2,5,1.4
46,1,7,4,1.06
11,1,4,15,5
48,1,6,10,3.43
1,1,3,3,0.33
69,1,4,5,1.32
68,1,1,4,0.49
65,2,1,8,2.41
56,2,4,10,3.18
28,2,6,15,5
29,1,3,15,5
14,1,6,3,0.41
15,1,1,9,2.43
57,1,7,12,1.85
28,1,3,8,0.82
53,2,1,15,5
62,1,3,5,1.06
57,2,1,99,NA
5,1,4,6,0.85
79,1,4,10,3.95
7,1,3,6,1.02
18,1,1,8,1.45
41,1,2,15,4.81
79,2,4,12,NA
56,1,1,3,0.58
42,2,3,6,0.92
1,1,2,99,NA
63,1,4,2,0.52
1,2,4,4,0.61
46,2,3,15,5
11,1,6,15,5
29,1,6,7,0.79
78,2,3,3,1
1,1,7,15,2.73
34,2,6,NA,NA
23,2,4,14,3.92
2,2,3,6,1.2
54,2,3,12,NA
75,1,3,77,NA
23,1,3,15,5
36,2,3,5,1.23
64,1,4,7,3.29
73,2,3,9,3.69
63,2,3,6,1.79
62,2,6,14,5
54,1,4,5,2.02
1,1,2,77,NA
44,2,6,8,1.56
32,2,6,15,5
69,2,1,7,2.46
9,1,3,15,5
19,1,1,14,3.88
26,2,4,6,0.96
29,2,3,14,3.67
72,1,4,5,1.82
63,2,4,15,4.9
61,1,2,15,5
36,2,6,15,4.62
14,2,3,3,0.63
70,1,3,14,4.93
50,1,6,NA,NA
43,2,3,6,1.04
12,1,1,6,1.47
71,1,3,15,5
22,1,2,8,1.79
47,1,3,4,1.48
74,1,7,7,3.38
69,1,3,4,0.65
21,1,1,7,1.11
3,1,7,1,0.2
16,1,1,15,5
3,1,7,15,5
25,1,1,6,1.22
42,1,3,9,2.08
67,1,4,NA,NA
22,2,3,15,5
41,2,2,15,5
53,1,7,1,0.25
24,1,7,77,NA
9,1,7,7,1.76
2,2,2,7,1.39
78,1,4,5,1.65
17,2,1,14,3.25
60,1,4,15,4.17
16,2,4,4,0.6
16,2,4,15,3.4
6,2,3,8,1.7
73,1,6,7,1.39
42,2,3,14,2.56
60,2,6,9,3.65
0,1,4,14,2.36
43,1,6,15,4.08
76,1,1,5,0.94
74,1,6,NA,NA
18,2,7,6,1.02
80,2,3,3,0.91
80,2,4,4,1.48
13,1,1,1,0.01
1,1,2,10,2.64
64,2,1,15,2.63
13,1,4,14,3.13
7,1,1,4,0.59
51,2,2,10,4.1
74,1,3,7,3.48
16,1,2,7,1.29
31,1,1,15,5
19,1,4,4,0.72
50,2,7,13,NA
13,2,1,14,2.72
20,1,3,10,3.43
62,2,1,NA,NA
67,2,1,7,1.46
0,1,3,7,1.55
8,2,6,12,NA
72,1,3,4,1.24
48,1,4,15,5
3,2,3,15,4.93
80,1,3,8,3.08
44,2,1,15,5
5,1,4,5,1.14
72,1,3,77,NA
22,1,3,10,2.79
78,1,7,5,1.69
31,1,3,9,3.45
29,1,3,15,5
46,1,4,1,0.04
7,1,3,15,5
59,1,3,77,NA
44,2,3,7,3.01
43,1,1,7,1.5
47,1,3,4,1.08
23,1,3,4,1.24
33,1,3,5,1.65
2,1,2,15,5
68,2,1,3,0.69
56,2,3,9,2.65
4,2,1,9,1.95
66,2,1,10,4
75,1,4,15,5
80,1,4,8,2.77
49,1,4,15,5
66,1,2,12,0.99
53,1,2,8,1.83
8,1,4,3,0.62
34,1,4,14,3.92
14,1,1,15,5
45,2,3,5,1.15
80,2,3,10,4.07
3,1,6,15,5
0,2,3,15,5
30,1,3,14,4.86
30,1,3,6,0.91
18,1,3,4,0.65
80,1,4,3,0.95
8,2,1,9,2.19
60,2,4,1,0.21
54,1,6,12,1.97
0,1,2,6,0.86
69,2,3,8,1.83
2,2,3,15,5
50,2,6,14,3.66
0,1,1,12,NA
26,1,4,2,0.58
0,2,2,15,5
55,2,6,5,1.48
22,2,4,8,1.79
59,2,2,99,NA
8,1,7,12,NA
16,2,6,77,NA
24,2,4,NA,NA
50,1,6,15,4.9
18,1,3,NA,NA
6,2,7,4,0.5
5,2,3,3,0.33
52,1,3,15,5
11,1,7,15,4.86
61,1,6,8,1.7
54,1,1,4,1.3
12,2,4,10,4.13
64,1,4,9,1.65
63,2,4,15,5
12,2,3,9,2.64
38,2,2,NA,NA
76,1,3,14,3.61
63,1,3,6,1.22
22,1,3,6,1.35
59,2,3,8,3.22
14,2,6,77,NA
38,1,1,13,NA
80,2,3,5,1.85
4,2,3,15,5
70,1,3,8,2.03
32,2,4,9,0.99
52,1,3,5,1.23
1,1,6,15,5
71,2,1,9,3.46
0,2,4,5,1.13
47,2,6,NA,NA
14,2,3,6,1
22,1,1,9,2.54
71,2,3,4,1.58
8,1,1,3,0.37
58,1,3,3,0.58
0,1,3,7,1.39
49,2,7,3,0.48
6,1,3,15,5
5,1,7,15,5
19,2,3,2,0.25
9,1,3,5,1.23
58,2,1,99,NA
57,2,6,15,5
60,2,4,6,2.09
7,1,3,6,1.02
10,1,1,7,1.59
43,1,4,15,5
10,1,1,6,1.38
5,2,3,9,1.67
4,1,6,6,1.06
80,1,2,5,1.45
0,2,3,15,5
33,1,3,4,0.72
14,2,6,15,5
26,1,3,NA,NA
13,1,1,6,0.8
15,1,2,2,0.32
63,2,4,4,1.24
14,1,1,9,2.19
51,1,2,12,3.34
32,1,4,9,0.99
75,1,3,4,1.03
6,1,3,12,NA
51,1,1,3,0.41
19,2,3,14,2.89
60,1,3,6,1
23,1,2,8,3.19
61,1,4,8,2.41
50,1,4,5,1.87
63,2,4,14,4.16
64,2,6,14,3.13
66,2,4,7,1.63
9,1,1,15,4.63
37,2,6,12,NA
13,1,4,5,1.48
78,2,3,4,1.11
35,2,4,5,0.65
12,2,2,3,0.57
78,2,1,6,1.97
3,2,7,2,0.29
18,1,3,8,1.19
16,1,7,9,2.79
4,2,3,9,1.89
51,1,3,2,0.28
5,2,3,15,4.17
27,1,1,99,NA
28,2,3,10,4.25
48,2,3,9,3.65
8,2,2,1,0.18
33,1,2,3,0.25
23,1,3,6,2.49
26,2,1,1,0
63,1,6,9,3.39
74,1,1,77,NA
4,1,4,77,NA
4,1,6,8,1.56
76,2,3,5,1.65
25,2,3,7,1.63
3,1,4,6,1.54
10,1,4,7,1.68
68,1,3,7,2.43
38,1,3,15,5
0,1,1,12,NA
6,1,1,6,1.2
11,2,7,10,1.88
34,2,3,15,5
19,2,3,1,0
59,2,2,8,1.59
2,1,1,1,0.04
24,2,1,4,0.63
63,2,4,5,1.35
80,1,3,5,1.36
45,1,4,14,5
3,1,7,15,4.08
14,2,4,7,1.43
12,1,1,8,1.31
12,1,6,7,0.79
80,1,3,15,5
37,1,4,14,3.43
16,2,4,6,1.11
66,1,6,8,3.23
9,2,1,9,2.39
66,1,2,77,NA
45,2,3,5,1.06
11,1,4,7,1.86
14,1,2,9,1.87
80,1,4,10,3.23
70,1,3,9,3.55
5,2,3,15,5
63,2,6,14,5
11,1,4,15,5
61,1,2,6,2.32
17,2,1,14,2.67
48,2,2,13,0.52
55,2,3,5,1.46
2,1,4,12,NA
80,1,1,6,1.97
44,1,4,14,2.78
10,1,4,7,1.39
27,1,1,9,1.97
5,1,2,13,NA
73,1,1,6,0.91
70,2,3,7,2.46
2,1,2,NA,NA
80,1,4,8,1.52
0,2,3,8,1.77
52,2,6,5,0.96
40,2,2,13,NA
27,2,4,14,3.25
28,1,1,6,1.2
1,2,4,4,0.72
24,2,2,NA,NA
28,1,3,15,5
40,2,2,15,5
5,1,4,12,NA
14,1,4,15,5
32,1,6,14,4.86
13,2,3,15,4.78
51,2,3,3,1
10,2,2,14,2.67
80,1,3,6,1.7
80,2,4,99,NA
73,1,4,4,1.62
47,2,4,7,1.63
80,2,1,6,2.32
34,2,3,6,1.27
80,1,3,9,2.69
66,1,4,14,1.65
20,2,4,5,0.74
5,2,7,3,0.57
0,2,3,9,2.44
76,1,3,6,1.22
18,2,2,5,0.82
67,2,1,6,2.11
6,2,7,14,2.99
62,1,3,12,NA
1,2,3,3,0.55
13,1,6,10,2.85
69,2,3,5,1.81
64,2,1,7,3.29
26,1,4,15,5
31,2,1,9,4.56
5,2,3,10,2.85
0,2,3,6,1.34
57,2,6,99,NA
8,2,2,14,3.98
9,2,4,14,3.19
17,2,1,9,1.63
37,1,4,10,3.95
56,1,3,14,3.85
17,1,2,6,1.02
0,1,7,12,NA
0,2,4,5,0.68
12,2,4,6,1.04
32,2,4,6,2.11
5,1,4,3,0.67
14,2,3,15,5
62,1,6,15,5
31,1,3,9,4.56
3,2,1,7,1.47
61,2,4,14,2.37
21,1,1,7,1.29
53,2,6,15,5
5,1,2,3,0.25
16,2,3,12,1.53
19,2,7,9,2.29
69,1,2,10,3.37
5,1,3,2,0.28
50,1,6,8,1.54
38,2,1,7,1.39
50,1,3,15,5
80,2,3,15,5
47,2,3,8,2.77
57,1,3,8,4.48
51,1,3,NA,NA
74,2,7,10,3.13
45,2,6,15,5
47,1,3,3,0.63
8,2,3,14,3.25
4,1,1,7,1.71
25,1,3,10,3.31
8,1,2,6,1.1
65,2,4,8,3.08
2,1,4,6,1.38
12,2,3,7,1.92
18,2,4,13,NA
56,2,6,8,3.23
10,2,4,2,0.24
5,1,3,6,1.57
69,2,3,6,1.72
1,1,3,15,5
16,1,4,9,2.39
12,2,1,15,3.47
19,1,3,10,3.65
63,2,4,13,NA
9,1,2,13,NA
1,1,4,8,1.21
76,1,3,10,4.01
4,2,7,15,5
3,2,3,9,2.08
6,2,1,8,1.31
9,2,4,2,0.18
54,1,6,9,2.94
70,2,3,3,1.2
62,1,3,6,2.64
3,2,6,15,5
18,2,3,10,2.64
7,1,2,13,NA
45,1,3,7,1.78
24,1,3,14,2.61
68,1,3,15,5
18,2,3,8,1.79
35,1,1,NA,NA
22,2,3,6,1.47
17,1,1,15,5
2,2,2,99,NA
12,2,6,7,1.22
17,1,7,14,3.05
11,2,3,15,3.79
4,1,3,3,0.33
32,1,3,14,3.67
8,2,1,3,0.43
80,2,3,7,2.46
47,1,6,NA,NA
66,1,3,15,5
8,2,3,10,1.97
49,2,6,6,1.67
48,1,3,7,1.49
7,2,3,10,1.75
71,2,1,7,3.13
3,2,3,3,0.42
21,2,2,6,1.39
4,2,3,3,0.54
8,1,4,7,1.43
65,2,7,NA,NA
26,2,4,2,0.31
57,1,7,1,0.06
66,1,4,NA,NA
8,1,4,1,0
69,1,6,9,1.5
2,2,4,4,0.61
78,2,3,7,3.05
9,2,6,NA,NA
62,1,3,9,3.52
48,1,4,NA,NA
80,1,3,5,1.77
80,1,3,6,1.91
13,2,1,4,1.06
28,2,3,10,3.28
43,1,6,7,1.67
79,2,3,3,1.07
80,2,3,2,0.6
11,2,2,12,NA
47,2,6,1,0
42,2,4,7,1.33
61,2,4,12,NA
29,1,1,99,NA
16,1,4,15,3.23
29,1,4,4,1.05
64,1,3,NA,NA
34,2,1,9,1.94
49,2,1,4,1.02
55,1,3,NA,NA
14,1,3,14,2.55
38,2,6,15,3.4
74,1,3,4,1.42
52,1,4,14,5
4,1,3,15,5
64,1,4,2,0.73
32,2,1,4,0.61
16,1,4,14,3.74
15,2,1,3,0.43
36,2,6,15,5
1,2,3,7,1.43
80,1,3,1,0.09
64,1,2,10,4.1
12,2,4,15,3.34
80,2,3,8,3.98
80,2,3,7,2.43
0,1,3,10,1.5
56,1,1,14,4.45
73,2,1,15,1.68
41,2,1,NA,NA
40,1,7,NA,NA
8,2,6,9,2.94
80,2,3,8,4.12
10,1,2,10,2.43
31,1,6,7,2.43
59,1,4,7,1.06
24,2,2,7,2.43
11,2,4,7,2.28
60,2,4,2,0.73
57,1,3,7,1.96
20,2,6,8,2.41
13,2,3,5,1.03
60,1,3,3,0.69
55,2,6,15,5
1,1,3,15,4.9
9,1,1,7,1.22
80,1,4,3,0.99
6,2,3,15,5
9,2,7,15,5
61,2,4,9,3.69
5,2,3,4,0.61
4,1,3,6,1.2
10,1,6,NA,NA
47,1,2,5,0.29
69,1,2,6,1.4
46,2,3,15,3.1
11,2,4,14,3.25
14,2,4,NA,NA
19,2,6,6,1.3
0,2,1,7,1.14
10,1,4,1,0.17
20,1,1,3,0.67
11,1,1,6,0.8
10,2,1,7,1.5
0,2,1,4,0.49
12,2,1,15,4.76
67,1,3,15,5
1,2,3,15,5
27,2,6,5,0.58
49,1,6,15,5
66,1,4,NA,NA
52,1,7,2,0.33
42,2,3,5,1.08
17,2,1,14,1.78
7,1,6,15,5
45,1,6,14,5
12,1,6,15,3.4
27,1,2,NA,NA
2,2,3,15,4.88
34,2,3,15,4.78
2,2,4,6,0.79
28,1,3,8,1.41
80,1,3,99,NA
19,1,1,6,0.99
52,1,1,99,0.47
3,2,3,1,0.2
10,2,1,7,1.04
37,1,3,10,3.56
17,2,4,15,3.79
34,2,4,5,1.65
25,1,3,4,0.51
65,1,3,8,3.08
68,1,2,9,2.89
20,1,4,NA,NA
76,1,3,9,3.41
63,1,3,1,0.3
54,2,2,8,1.83
22,1,2,13,0.52
20,2,3,99,0.21
52,2,4,77,NA
2,2,4,14,3.25
52,1,3,1,0.23
58,1,3,2,0
42,1,1,9,2.89
63,1,6,3,0.41
65,1,7,12,NA
