RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
43,2,3,9,2.47
13,1,3,9,1.84
67,2,2,6,0.94
49,1,4,6,2.53
30,1,4,15,4.12
60,1,4,7,0.04
30,1,3,6,0.88
57,1,1,15,4.57
26,1,3,15,5
12,2,6,14,3.09
26,2,4,3,0.42
77,1,7,8,1.08
1,1,1,4,0.63
52,1,6,15,4.12
5,1,1,15,3.52
3,1,4,15,2.72
19,1,2,10,2.68
60,2,3,3,0.84
30,2,4,15,5
38,2,2,3,0.34
24,1,3,6,2.72
41,2,4,14,4.83
78,2,4,6,2.36
48,1,6,15,5
1,1,3,14,3.72
68,2,6,10,3.57
2,1,4,1,0.07
64,2,4,6,2.1
0,2,1,4,0.75
43,2,3,14,5
21,1,4,15,5
9,2,3,15,3.94
8,2,4,9,2.47
35,2,1,7,1.41
0,2,3,6,1.29
57,2,4,15,5
16,2,3,2,0.53
22,2,1,7,1.99
16,2,2,5,0.74
48,1,4,15,5
76,1,3,9,3.45
8,1,6,8,1.58
60,1,4,15,5
51,1,2,1,0.02
3,1,1,14,2.75
74,2,2,3,0.88
18,2,3,7,1.15
28,2,3,10,3.82
1,2,3,14,2.99
31,1,3,6,0.92
29,1,3,15,5
60,2,2,6,1.49
63,2,4,14,3.16
54,1,1,1,0.29
4,1,3,7,0.98
26,1,1,6,1.24
10,2,4,4,0.94
14,1,1,14,3.25
26,2,2,15,5
2,1,7,8,2.06
2,1,2,8,1.53
52,1,1,1,0.06
37,2,7,15,3.74
33,2,1,14,2.64
0,1,1,7,1.73
68,1,4,6,2.17
2,1,7,15,5
11,1,4,14,3.09
68,2,3,2,0.76
1,2,2,12,NA
29,2,6,15,5
58,2,4,5,0.82
14,2,6,5,0.7
80,1,3,NA,NA
19,2,4,13,NA
80,2,1,NA,NA
57,2,1,7,1.35
3,2,3,14,3.7
1,2,1,2,0.18
43,2,4,15,5
47,1,3,6,1.44
0,1,1,2,0.21
25,2,1,12,NA
20,2,7,14,3.84
8,1,1,14,1.86
7,2,4,7,2.11
0,1,2,14,3.3
42,1,4,14,3.62
0,2,3,4,0.62
50,2,6,2,0.38
76,1,4,15,4.12
15,2,7,8,2.59
36,2,4,6,0.77
18,2,3,7,1.11
6,2,1,12,NA
61,1,3,12,2.02
4,2,1,4,0.49
49,1,3,15,5
4,2,3,3,0.75
5,2,1,4,0.55
2,1,7,5,0.74
51,2,3,NA,0.25
2,2,7,9,2.99
17,2,4,10,2.09
67,2,3,6,1.62
0,1,1,5,0.54
70,2,2,4,0.46
67,2,1,5,1.51
80,2,2,3,0.9
5,1,3,5,0.74
60,1,1,14,5
3,2,4,5,0.82
69,2,2,4,1.05
25,2,1,7,1.65
78,2,2,5,1.26
23,1,1,5,1.19
26,1,4,3,0.43
0,1,3,14,4.46
3,2,3,7,1.65
1,1,4,99,NA
4,2,3,15,5
34,1,6,NA,NA
52,1,4,14,3.71
10,2,6,9,2.73
67,1,3,5,1.7
34,1,4,9,1.5
58,1,6,14,1.03
62,1,3,NA,NA
39,2,3,15,5
4,2,1,7,1.06
67,1,3,14,4.23
5,1,3,NA,NA
6,2,1,4,0.04
55,1,1,14,4.99
70,1,6,3,0.83
57,1,6,14,1.03
26,2,4,10,3.67
70,1,3,3,0.82
7,2,2,5,0.7
49,1,2,14,4.23
80,1,3,9,3.77
0,2,1,7,1.65
74,2,6,5,1.19
5,1,4,4,0.94
0,1,6,4,0.64
0,2,1,99,NA
41,2,1,3,0.59
23,2,6,15,3.74
41,2,2,4,0.62
36,2,1,NA,NA
70,1,1,4,0.58
17,1,2,7,0.84
74,2,4,10,2.21
1,1,4,4,0.53
11,1,6,15,5
0,2,1,3,0.46
0,1,1,5,0.82
2,2,4,5,0.99
9,2,1,7,1.5
0,1,6,1,0
21,1,2,15,4.94
68,2,3,5,1.26
2,2,7,7,1.73
9,2,2,5,0.84
16,2,1,4,0.42
26,1,3,15,4.25
61,2,3,14,4.46
6,2,1,4,0.65
22,2,2,14,2.87
18,2,7,NA,NA
1,1,1,4,0.62
68,2,1,6,1.18
7,2,3,15,3.52
13,2,4,6,0.92
63,1,1,6,1.88
13,2,4,10,4.39
51,1,1,15,4.74
29,2,1,9,2.11
14,1,3,15,5
64,1,1,6,1.54
24,1,2,5,0.59
16,2,1,8,1.65
65,1,3,12,NA
41,1,3,15,5
49,2,2,8,3.33
14,2,3,5,1.42
21,1,4,8,1.58
22,2,2,8,2.24
54,1,6,NA,NA
11,2,2,3,0.43
37,1,3,5,1.78
45,2,3,9,3.56
78,1,6,6,1.69
65,1,3,NA,NA
1,2,4,15,5
6,2,4,4,0.85
0,2,4,12,NA
9,2,4,8,1.22
15,1,4,6,1.39
39,2,3,15,5
35,1,4,8,1.29
65,1,3,15,5
15,2,2,5,0.61
9,1,2,9,2.11
24,2,3,15,4.21
31,2,2,15,5
4,2,4,14,2.45
9,1,2,NA,NA
11,1,3,9,1.84
17,1,4,7,1.41
61,1,1,9,3.45
31,2,3,3,0.78
8,2,1,6,0.8
6,2,1,9,1.94
8,2,3,10,2.68
71,1,1,6,1.24
67,1,3,NA,NA
6,2,7,7,1.65
35,1,3,9,2.14
8,1,3,7,1.41
25,2,1,2,0.25
45,1,1,7,1.23
66,1,4,4,1.22
9,1,4,2,0.24
14,1,1,7,1.65
72,2,3,8,3.12
3,2,1,7,1.41
47,2,4,3,0.71
50,2,2,10,3.48
73,2,4,2,0.73
53,1,3,1,0
44,2,6,8,2.6
31,2,4,8,2.23
26,2,3,4,0.34
66,2,3,8,2.56
9,2,6,15,5
29,1,1,8,0.42
39,1,4,10,2.46
0,2,3,14,3.99
53,2,1,12,NA
9,2,3,9,1.52
27,1,1,7,1.65
54,1,6,8,1.38
80,2,4,14,5
29,2,2,14,2.64
14,2,7,14,3.92
45,2,2,3,0.34
1,1,7,8,2.06
1,2,2,2,0.45
19,1,1,14,3.09
66,2,2,5,0.93
15,1,2,15,5
20,2,3,15,3.99
15,1,1,6,1.23
48,1,1,12,2.55
0,2,4,10,3.48
33,1,1,7,0.9
2,1,3,15,5
10,1,6,15,5
4,2,6,15,4.12
67,2,3,6,1.94
2,1,3,7,1.2
73,1,3,5,1.78
29,2,1,6,1.31
10,2,4,1,0.15
53,2,3,12,0
36,2,6,15,5
38,2,2,8,2.59
9,2,7,5,0.82
10,1,4,13,NA
60,1,4,6,1.39
55,1,1,9,2.47
17,1,4,13,NA
46,2,1,15,4.44
5,1,3,6,0.69
34,1,2,5,0.84
71,2,1,7,1.79
20,2,2,2,0.5
25,1,1,7,1.65
6,2,7,4,0.94
1,2,4,5,1.51
1,1,4,2,0.18
43,2,3,9,2.74
7,1,4,2,0.29
42,1,6,15,4.53
80,1,6,15,5
52,1,1,12,NA
26,1,4,10,3.22
65,1,4,2,0.1
65,2,4,3,0.84
31,1,6,9,2.47
32,1,3,NA,NA
75,1,3,5,1.25
47,1,4,8,3.12
1,2,3,14,3.93
35,2,3,8,1.9
11,2,4,5,0.74
48,2,1,14,4.71
5,1,4,4,0.7
1,1,3,14,3.7
8,1,1,5,0.7
19,1,1,3,0.21
29,2,3,15,5
55,2,3,4,1.44
40,2,2,6,0.92
66,2,6,15,4.96
52,2,3,5,1.37
32,1,2,5,1.26
4,1,2,77,NA
78,2,1,12,NA
15,1,3,14,2.04
80,1,3,5,1.54
55,2,3,2,0
4,2,4,4,0.65
52,2,3,15,5
4,2,4,9,2.19
43,2,2,10,2.67
43,2,2,6,1.49
71,2,3,NA,NA
23,1,1,7,1.07
0,2,4,7,1.89
16,2,4,6,0.95
53,2,4,14,5
70,2,1,6,1.24
8,1,6,15,5
22,2,4,4,0.94
57,1,2,8,2.24
17,2,1,4,0.63
1,2,3,9,2.99
27,2,3,7,2.95
59,1,3,8,3
17,1,3,6,1.15
38,1,3,6,1.24
18,1,1,4,0.49
62,1,4,NA,NA
80,2,3,10,3.44
46,1,3,8,1.76
26,2,3,7,3.54
13,1,3,8,1.83
70,1,2,15,4.44
0,2,3,15,5
14,1,2,3,0.56
69,2,2,7,2.65
52,1,3,15,5
0,2,2,14,4.73
17,1,4,77,NA
10,2,7,6,1.44
72,2,2,2,0.55
80,2,4,4,1.22
13,2,3,10,2.88
0,1,7,6,0.67
78,1,3,8,3.14
50,1,7,4,0.69
16,1,4,6,1.09
35,1,3,15,5
3,1,1,3,0.37
80,2,2,77,NA
20,2,3,15,5
80,1,4,13,NA
18,2,7,2,0.04
69,1,4,5,1.94
55,2,3,8,2.23
0,2,3,9,2.15
22,2,4,10,2.21
48,1,4,15,4.12
68,1,3,9,3.45
29,2,6,14,5
65,2,1,15,1.68
51,2,2,77,NA
78,1,3,7,1.15
19,2,1,7,1.2
79,1,3,4,1.22
65,2,3,8,4.25
12,1,1,6,0.92
2,1,7,6,1.15
46,2,3,10,2.89
45,2,4,99,NA
68,1,4,6,1.56
30,1,6,9,5
13,2,3,10,2.67
0,2,1,2,0.34
74,2,4,5,1.25
23,2,1,99,NA
72,2,6,NA,NA
1,2,2,7,0.86
20,1,4,NA,NA
15,1,3,15,4.32
69,1,4,NA,NA
32,1,2,10,1.85
45,1,3,15,5
35,1,3,7,0.98
60,2,1,9,3.68
42,2,2,6,1.49
71,1,3,15,5
2,1,7,10,3.48
63,2,1,6,1.69
2,1,4,5,0.74
48,1,3,6,2.27
59,2,3,15,5
15,2,3,14,3.41
58,2,3,10,5
3,1,3,15,3.33
3,1,4,14,3.98
8,1,1,4,0.6
14,2,4,13,NA
62,1,2,6,1.49
2,2,2,2,0.31
49,1,3,14,3.17
79,1,3,6,1.66
7,2,3,6,1.54
43,2,4,14,5
43,1,6,NA,NA
45,1,6,15,5
0,2,3,14,3.51
37,2,4,4,0.94
7,1,1,2,0.18
21,2,1,6,0.83
0,2,3,NA,0.74
75,2,3,8,2.82
76,2,2,2,0.77
15,1,3,15,3.52
59,1,1,9,1.47
10,2,1,3,0.54
10,1,4,1,0.07
51,2,2,15,5
38,2,1,5,1
9,1,4,15,4.58
45,2,4,14,3.71
22,1,3,15,5
43,1,4,14,5
60,1,3,99,NA
78,1,1,8,1.96
0,2,4,14,2.46
58,1,2,NA,NA
43,2,1,6,1.38
20,2,3,7,1.79
66,2,6,14,1.96
10,2,1,9,3.52
9,2,4,2,0.26
32,1,2,2,0.39
49,2,4,10,4.39
52,2,4,9,2.99
31,1,3,8,2.81
62,2,4,3,1.1
7,2,4,7,1.74
2,2,3,7,1.23
1,1,2,8,1.76
43,1,1,6,1.13
80,2,3,4,1.26
21,2,4,8,1.7
60,2,4,9,2.11
17,2,3,15,4.54
80,2,1,77,NA
55,2,3,8,1.86
22,1,6,10,3.57
18,2,2,8,1.6
12,1,3,15,4.58
32,2,7,NA,NA
10,2,1,99,NA
25,1,4,5,1.02
1,2,6,15,5
18,1,3,8,1.65
15,2,1,4,0.42
23,2,1,9,2.88
5,1,4,2,0.27
18,1,7,14,3.16
80,2,4,3,0.35
34,1,7,10,2.09
24,2,3,9,2.99
33,2,6,99,NA
1,1,7,2,0.5
65,2,6,14,3.22
35,2,3,6,0.92
27,1,3,NA,NA
46,2,1,6,0.92
80,1,7,5,1.56
4,1,4,2,0.59
77,2,3,13,NA
5,1,3,15,4.49
71,1,1,4,1.58
31,2,6,10,3.24
30,2,7,7,2.5
31,1,2,14,2.64
10,2,1,14,3.34
22,1,3,NA,NA
26,2,6,7,0.34
1,1,3,15,5
7,2,1,NA,NA
41,2,4,NA,NA
0,2,6,15,5
2,2,1,15,5
8,1,3,14,3.72
32,1,7,8,1.36
21,2,6,10,2.55
5,2,7,15,5
75,2,4,12,NA
65,2,3,5,1.5
75,1,3,3,0.89
80,1,3,13,NA
36,2,4,8,3.12
28,1,6,15,5
0,1,2,1,0.2
68,2,3,99,NA
0,1,3,10,3.47
47,2,1,6,1.49
10,1,4,7,1.48
6,2,7,15,4.22
15,2,4,15,3.55
26,1,3,15,5
31,2,6,77,NA
34,2,4,3,0.55
45,2,3,15,5
4,1,4,15,3.52
14,1,3,15,3.99
66,2,6,15,5
64,1,6,15,5
48,2,3,14,4.68
56,2,2,5,1
75,2,1,3,1.02
2,1,4,4,0.85
0,1,3,9,1.12
80,2,3,7,2.95
9,2,4,2,0
74,1,3,5,1.77
53,2,3,14,5
1,1,3,15,3.15
42,2,2,6,1.05
55,2,7,14,4.23
16,2,2,4,0.55
68,1,3,4,1.44
70,2,3,15,5
27,1,1,8,1.58
13,1,4,6,0.77
17,2,1,14,2.18
4,2,4,NA,NA
5,2,1,14,3.6
48,2,6,10,1.59
67,1,1,77,NA
66,2,1,5,1.51
15,2,3,15,4.54
67,1,3,3,0.75
46,2,6,10,3.57
71,1,3,6,1.35
63,2,1,2,0.17
63,1,6,4,0.96
68,1,6,14,1.03
6,2,3,10,2.29
57,2,1,8,2.49
5,1,4,15,3.52
30,2,2,8,1.58
44,2,1,7,2.09
5,2,1,2,0.38
77,1,7,6,1.94
18,2,1,3,0.41
51,1,4,9,2.1
4,2,3,6,1.32
32,2,3,6,1.29
29,1,1,7,1.35
56,1,1,10,3.48
4,2,3,15,5
34,1,4,5,0.91
23,1,4,4,0.52
22,1,3,6,1.87
78,1,3,6,1.57
62,1,3,5,1.37
22,2,3,8,1.58
80,2,4,12,2.65
16,2,1,14,2.46
12,1,3,14,2.04
43,1,3,15,5
34,2,1,14,3.51
11,1,4,4,0.53
61,2,3,3,1.18
9,2,2,77,NA
66,2,1,NA,NA
16,2,2,5,0.95
75,2,3,NA,NA
16,2,2,15,5
18,2,2,7,1.55
2,1,1,4,0.48
4,2,7,9,2.11
50,2,2,5,1.02
15,2,6,9,2.27
60,2,1,77,NA
25,1,3,7,3.03
9,2,4,6,0.77
8,1,3,7,1.72
12,2,6,12,NA
21,2,4,14,2.1
59,2,1,12,NA
80,2,3,6,1.24
32,2,6,15,5
6,2,3,15,5
4,2,2,4,0.62
71,2,3,6,1.82
50,2,2,14,3.3
45,1,3,15,5
4,1,1,14,2.64
40,2,1,4,0.56
9,1,1,12,NA
40,2,1,14,3.6
0,1,1,2,0.18
65,2,2,8,2.23
77,2,4,99,NA
37,1,7,6,2.12
13,1,1,5,1.19
4,2,7,6,1.03
2,2,3,9,1.72
35,1,4,3,0.35
70,1,1,2,0.5
25,2,2,12,4.04
80,2,1,4,0.42
5,2,1,3,0.21
13,2,1,1,0.12
63,2,2,15,5
20,1,1,4,0.78
74,2,6,15,5
1,1,4,1,0.06
74,1,7,14,5
18,2,6,2,0.4
7,2,4,8,1.51
38,1,1,12,NA
64,2,4,3,0.88
8,1,6,15,4.12
27,1,6,12,5
61,2,3,9,3.77
75,2,3,6,1.64
0,2,4,4,0.53
70,1,4,99,NA
24,2,6,4,0.63
38,1,1,7,1.41
0,2,4,6,0.95
2,2,3,14,3.22
9,1,1,8,1.65
1,2,1,10,2.37
73,1,2,10,5
21,1,4,NA,NA
72,2,2,6,1.61
18,2,1,8,1.47
42,2,3,6,1.15
16,2,3,4,0.89
17,1,4,10,3.47
8,1,7,7,1.17
14,2,2,15,4.79
61,1,2,7,2.08
0,1,3,14,3.2
33,1,3,15,4.22
0,2,2,2,0.25
8,1,6,5,0.7
73,1,3,7,2.62
50,1,1,7,0.95
62,2,6,10,4.39
7,2,3,4,0.74
48,2,4,7,0.95
0,2,3,4,0.94
2,1,1,7,0.9
1,1,3,7,1.78
47,1,3,15,5
80,2,4,12,NA
52,1,3,2,0.22
49,2,3,9,3.43
25,1,6,7,2.95
29,1,2,15,3.07
16,2,4,99,NA
18,2,6,6,1
16,2,3,7,1.07
8,2,1,4,0.46
74,1,3,15,5
0,2,7,8,2.14
16,2,4,7,1.77
71,1,1,14,0.42
63,1,4,15,2.79
21,2,7,13,0.85
8,1,4,3,0.35
18,2,1,6,1.04
2,2,3,4,0.66
33,1,4,4,0.74
30,1,3,2,0.25
0,1,3,15,5
2,2,3,15,3.52
10,2,3,10,2.29
5,2,4,5,0.74
17,1,4,15,5
10,1,2,2,0.22
20,2,6,8,2.06
4,2,3,15,5
37,2,2,1,0
55,2,3,6,2.16
1,1,3,15,5
1,1,1,6,1.24
2,2,3,4,0.62
53,2,3,8,2.68
14,1,4,14,2.1
6,1,3,15,4.68
19,2,2,1,0.02
0,1,2,10,2
2,2,3,15,5
72,2,4,5,1.95
80,1,3,15,5
72,1,2,3,0.75
35,2,3,9,2.15
62,2,1,15,5
0,2,6,4,0.64
42,1,3,10,2.98
20,2,2,14,3.7
80,1,3,10,4.06
13,2,2,8,1.76
46,1,7,77,NA
57,1,2,14,2.87
52,1,6,8,1.85
14,2,7,4,0.96
1,1,3,15,5
17,1,1,3,0.49
12,1,2,6,0
69,2,4,14,5
31,1,4,8,4.55
67,1,3,6,1.62
18,1,6,1,0
17,2,3,7,1.09
9,1,1,7,1.23
75,2,3,10,4.53
67,1,4,2,0.76
43,2,3,3,0.6
5,1,3,14,3.84
33,1,4,7,1.41
7,2,3,14,3.84
13,2,1,7,1.44
4,2,6,15,5
27,2,2,6,0.92
34,2,3,12,NA
7,1,3,15,3.52
14,2,1,4,0.57
24,2,4,15,5
54,1,6,15,5
36,2,3,9,2.14
69,2,1,3,0.87
62,1,2,2,0.35
58,2,3,15,5
10,1,6,15,5
2,2,7,9,2.11
38,1,1,8,2.59
78,1,4,8,4.04
78,1,3,8,3.14
45,1,4,7,2.5
6,1,1,3,0.34
63,2,4,4,1.13
6,2,4,5,0.66
61,1,4,15,4.96
22,1,3,15,1.02
32,2,4,10,2.38
3,2,1,15,4.54
30,1,3,15,5
80,1,3,8,3.25
8,1,7,10,3.62
65,1,2,6,1.09
32,1,7,9,2.35
69,2,3,15,5
61,1,2,77,NA
67,1,1,10,4.27
7,1,2,15,4.99
5,2,1,1,0.13
8,1,6,15,5
1,1,3,NA,NA
2,1,3,12,NA
66,1,6,9,3.77
25,2,1,14,3.09
5,1,1,9,1.47
10,2,2,9,1.47
12,2,4,NA,NA
32,2,2,8,1.86
80,1,4,2,0.79
5,2,4,6,1.16
4,1,1,6,0.98
77,2,3,9,3.45
67,2,6,5,1.25
40,2,1,7,1.65
0,1,2,4,0.6
46,1,3,14,3.71
14,1,3,10,3.24
28,2,1,15,5
41,2,3,15,5
16,1,6,7,1.44
7,1,4,14,4.96
33,1,3,NA,NA
52,2,3,9,3.75
22,1,2,8,1.76
2,1,6,12,NA
52,2,4,14,2.61
66,1,3,3,1.05
33,2,1,77,NA
14,2,1,15,5
64,1,1,12,2.38
10,2,3,15,5
4,2,3,15,5
12,2,1,9,2.11
41,2,1,6,0.69
0,1,1,4,0.74
80,1,3,NA,NA
60,2,3,4,0.53
60,1,3,6,1.49
30,1,1,7,1.23
66,2,3,4,1.31
1,1,6,15,5
78,1,3,6,1.88
44,1,2,NA,NA
34,2,6,15,5
60,2,1,6,1.57
17,2,7,15,5
60,1,4,6,1.57
51,2,2,8,2.12
77,2,3,15,4.12
60,2,3,6,1.65
70,2,3,15,5
76,1,3,5,1.38
60,2,4,8,2.61
7,1,1,3,0.5
69,1,4,12,NA
2,1,7,15,5
78,1,3,6,1.76
50,2,1,10,4.39
13,1,6,12,NA
51,2,4,5,1.26
5,2,7,7,1.74
64,2,6,15,5
8,2,3,15,1.69
7,2,1,8,1.83
42,1,6,14,1.03
11,1,3,15,5
1,2,1,9,1.63
58,2,2,99,NA
27,1,2,NA,NA
0,2,3,6,0.89
43,2,2,15,4.99
58,1,3,8,3.14
54,2,4,8,2.23
8,2,1,6,0.94
1,1,2,5,1.1
15,1,3,15,5
19,1,6,12,5
80,2,4,7,2.51
3,2,4,5,0.82
11,2,4,6,1.15
0,2,4,2,0.4
55,2,1,4,0.56
12,2,3,15,3.52
53,1,4,1,0.05
7,1,1,12,NA
61,2,2,3,0.83
43,1,2,8,2.59
19,1,1,1,0.12
68,2,2,5,1.32
19,2,1,4,0.98
35,2,1,12,NA
4,1,6,4,0.74
37,2,1,15,2.79
77,1,7,77,NA
32,2,2,6,1.57
6,2,2,3,0.5
32,2,1,7,1.06
61,1,3,15,5
26,2,3,14,4.46
14,1,4,7,1.41
33,2,4,14,2.45
60,1,4,2,0.42
28,1,1,6,1.04
77,1,3,13,NA
2,2,1,4,0.49
0,1,4,6,0.94
19,1,6,NA,NA
38,1,3,7,1.53
29,1,3,10,5
1,2,6,99,NA
36,1,1,2,0.31
15,1,1,9,2.6
59,1,3,15,5
5,2,1,3,0.41
66,1,4,6,2.86
52,1,6,15,5
18,2,3,NA,NA
12,1,4,77,NA
60,1,2,3,0.49
80,1,3,6,1.35
3,2,1,9,2.74
36,1,6,10,2.46
57,1,4,14,2.99
9,2,3,9,2.15
80,1,3,77,NA
41,1,4,7,1.41
52,1,6,15,2.53
50,2,2,15,5
36,2,3,5,1.94
1,2,6,5,0.7
40,2,2,7,1.65
24,2,6,NA,0
9,2,3,10,1.85
43,2,3,9,1.69
28,2,1,14,1.86
5,1,3,8,2.48
42,1,4,6,1.78
1,2,4,13,NA
44,1,4,6,1.05
64,2,2,10,4.55
18,1,4,2,0.31
66,2,3,8,4.04
46,2,4,7,2.18
12,1,3,14,3.51
59,1,6,12,NA
59,2,2,3,0.42
6,2,1,NA,NA
56,1,3,10,4.62
66,2,1,3,0.41
4,2,6,7,1.07
0,1,2,7,1.2
11,1,4,7,1.1
16,2,2,15,5
4,1,4,5,1.02
0,2,7,14,2.99
55,2,2,5,1.95
80,1,3,NA,NA
25,2,6,9,5
9,1,3,14,3.51
14,1,3,14,2.46
29,2,3,9,2.74
12,1,1,7,1.23
80,2,3,6,1.87
61,2,1,77,NA
1,2,1,9,2.08
18,1,4,7,1.65
62,1,4,3,0.99
47,1,6,15,5
5,2,3,10,1.87
48,2,4,14,5
35,2,3,7,1.43
4,1,1,6,1.2
76,2,3,9,2.98
70,1,3,5,1.25
75,2,6,2,0.71
23,1,3,7,2.5
11,2,3,15,4.12
48,1,2,7,1.23
55,2,2,10,3.6
12,1,4,3,0.27
23,2,2,8,1.6
66,1,1,5,1.02
11,1,1,4,0.42
60,1,1,NA,NA
8,2,3,9,1.24
14,2,7,15,5
71,1,3,15,5
48,1,3,15,5
4,2,1,7,1.23
27,2,3,14,5
66,2,2,14,2.3
52,2,4,8,2.41
2,2,1,6,1.2
5,1,3,4,0.93
12,2,4,15,3.52
76,2,6,77,NA
53,2,3,6,2.53
22,2,2,10,1.26
80,2,7,3,0.92
16,1,3,14,3.5
10,1,6,14,3.25
15,1,3,15,5
0,2,2,7,1.23
8,1,3,NA,NA
61,2,2,15,5
14,1,3,14,3.17
1,1,4,1,0.05
60,1,3,4,0.8
7,1,4,5,0.74
47,1,4,3,0.63
70,1,3,3,1.09
65,1,2,7,1.79
19,1,3,5,1.19
56,1,3,15,4.6
49,1,6,5,0.91
66,1,4,5,1.09
35,1,1,15,2.69
13,1,2,8,2.06
15,1,1,6,0.92
51,2,4,3,0.37
12,2,2,9,1.94
1,2,7,15,5
49,2,4,8,2.16
49,2,4,2,0.75
12,2,3,15,5
62,2,1,4,1.15
34,2,4,10,2.67
9,1,4,7,1.41
31,2,6,15,5
66,1,6,7,3.7
10,2,1,9,2.98
61,2,3,14,4.38
9,2,3,15,5
47,1,1,7,1.65
3,2,6,4,0.62
12,2,6,15,3.87
65,2,4,7,2.51
9,1,1,5,0.84
9,1,6,15,3.07
66,1,3,10,4.37
9,2,1,7,1.41
75,1,2,9,3.5
80,2,3,3,1.11
49,2,2,10,3.48
5,2,7,15,5
9,1,1,5,0.7
68,2,4,8,2.82
27,2,2,9,2.52
6,1,1,15,5
1,2,1,4,0.56
20,1,1,7,0.95
1,1,4,7,1.23
75,2,7,7,2.68
46,2,3,8,1.76
33,1,3,7,1.52
25,1,4,15,3.52
11,1,1,9,1.74
49,1,1,9,3.77
22,1,2,12,2.25
38,2,4,1,0.16
64,2,2,7,2.51
8,1,2,6,0.88
25,1,1,8,1.76
50,2,6,10,1.59
1,1,1,5,0.25
58,2,4,NA,NA
23,1,3,5,1.95
44,2,1,8,1.83
62,2,1,13,NA
32,2,3,6,0.88
1,1,3,15,5
59,2,3,10,2.46
52,2,1,7,1.2
65,1,3,15,5
46,1,1,7,1.3
50,2,3,15,5
0,1,3,5,0.61
39,2,6,15,5
32,1,3,12,1.81
61,2,4,99,NA
2,1,6,14,1.72
64,1,4,14,3.16
7,2,6,7,1.34
24,2,1,77,NA
54,2,4,9,1.47
59,1,2,NA,NA
80,2,2,15,5
37,1,6,14,1.72
35,1,2,15,3.13
68,2,3,15,5
2,1,2,9,1.47
30,1,2,6,1.05
29,1,2,9,2.55
8,1,4,12,NA
29,1,4,2,0.18
4,2,3,15,4.3
10,1,6,15,5
77,1,3,6,1.82
7,2,3,15,4.94
17,1,7,14,3.09
2,1,3,NA,NA
50,2,3,15,5
19,1,4,99,NA
31,1,7,6,1.03
6,2,3,15,4.12
43,2,1,15,5
42,1,6,6,1.4
54,2,4,12,NA
80,2,3,5,2.02
80,1,1,7,1.41
11,2,3,4,0.74
37,1,7,9,2.15
0,1,4,2,0.24
61,2,4,5,1.09
62,2,3,3,1.19
57,2,2,3,0.69
55,2,2,14,3.91
12,2,1,14,3.3
46,2,6,15,5
6,1,4,6,1.23
33,2,3,14,2.04
55,1,4,9,2.78
45,2,6,15,5
2,1,4,1,0.01
64,2,2,10,3.48
39,1,1,15,3.87
31,1,4,10,3.48
11,1,1,14,2.18
70,1,3,6,1.81
72,2,6,9,1.84
26,1,3,8,2.81
0,1,3,14,3.29
42,1,1,3,0.89
23,2,3,7,0.55
14,2,2,6,1.04
13,2,1,4,0.56
0,2,1,15,5
61,1,1,5,1.32
25,2,3,6,0.84
56,2,1,6,2.12
26,2,3,15,4.54
4,2,4,4,1.2
22,2,1,6,0.78
50,2,2,3,0.52
35,2,1,3,0.41
48,1,3,15,5
37,1,3,15,5
61,1,1,3,0.82
65,2,3,12,NA
15,2,3,15,4.3
71,2,3,15,5
35,1,1,12,1.26
35,1,2,6,0.94
2,1,4,1,0.05
14,2,3,7,1.09
67,2,3,3,0.99
9,2,2,9,1.94
9,1,2,14,3.41
80,2,3,4,1.53
16,2,3,6,1.24
13,2,1,5,0.74
39,2,4,7,1.07
36,2,4,6,1.56
59,1,3,5,0.68
57,2,1,9,3.75
40,1,4,NA,NA
80,1,3,4,1.64
33,2,3,9,2.11
46,1,3,15,5
51,2,3,7,3.74
25,2,6,6,1.32
68,2,3,7,2.2
37,1,3,7,2.53
80,1,3,7,2.75
64,1,3,4,0.63
2,1,4,6,1.05
69,1,3,6,2.03
2,2,4,4,0.69
51,1,2,6,0.75
20,1,7,4,0.58
63,2,3,4,1.53
52,1,4,2,0
38,2,1,7,1.23
71,2,3,NA,NA
10,2,6,10,3.57
2,2,4,4,0.89
3,1,1,4,0.97
2,2,4,3,0.86
80,2,3,99,NA
8,1,4,6,0.89
8,1,4,4,0.33
27,2,6,5,0.7
4,1,2,4,0.58
49,2,2,10,2.68
73,2,3,6,2.38
10,2,3,15,5
19,2,6,10,2.97
19,1,1,1,0.02
31,2,1,10,2.36
80,2,3,9,3.81
2,1,3,12,NA
26,2,3,15,4.22
64,2,1,99,NA
36,1,1,99,NA
66,2,3,15,5
28,1,6,7,1.07
9,1,6,6,1.01
49,1,6,15,5
80,2,3,4,1.21
56,1,3,15,5
0,1,1,14,2.67
33,1,1,4,0.48
14,2,3,14,2.46
52,2,3,3,0.97
46,1,4,77,NA
53,1,4,1,0.04
23,2,4,3,0.69
2,1,2,8,2.38
5,1,4,3,0.42
14,1,4,9,2.47
64,1,3,15,5
20,2,1,14,2.76
12,1,6,15,5
80,1,3,5,1.35
47,2,3,15,5
3,2,4,6,0.68
12,2,2,10,3.63
16,1,2,99,NA
7,2,4,8,1.38
70,2,1,2,0.81
15,1,7,7,1.07
67,2,2,2,0.42
23,1,4,2,0.42
1,2,4,2,0.27
